date,close,adj_close
2011-04-12,1.643332958,1.643332958
2011-04-13,1.661999941,1.661999941
2011-04-14,1.675999999,1.675999999
2011-04-15,1.705332994,1.705332994
2011-04-18,1.668666959,1.668666959
2011-04-19,1.677332997,1.677332997
2011-04-20,1.716667056,1.716667056
2011-04-21,1.782667041,1.782667041
2011-04-25,1.759333014,1.759333014
2011-04-26,1.795333028,1.795333028
2011-04-27,1.805333018,1.805333018
2011-04-28,1.843999982,1.843999982
2011-04-29,1.840000033,1.840000033
2011-05-02,1.830000043,1.830000043
2011-05-03,1.79133296,1.79133296
2011-05-04,1.779332995,1.779332995
2011-05-05,1.762666941,1.762666941
2011-05-06,1.807999969,1.807999969
2011-05-09,1.86066699,1.86066699
2011-05-10,1.888666987,1.888666987
2011-05-11,1.804666996,1.804666996
2011-05-12,1.844666958,1.844666958
2011-05-13,1.836666942,1.836666942
2011-05-16,1.773332953,1.773332953
2011-05-17,1.730666995,1.730666995
2011-05-18,1.756667018,1.756667018
2011-05-19,1.879999995,1.879999995
2011-05-20,1.864667058,1.864667058
2011-05-23,1.787999988,1.787999988
2011-05-24,1.78133297,1.78133297
2011-05-25,1.932000041,1.932000041
2011-05-26,1.965332985,1.965332985
2011-05-27,1.970000029,1.970000029
2011-05-31,2.009332895,2.009332895
2011-06-01,1.901332974,1.901332974
2011-06-02,1.917333007,1.917333007
2011-06-03,2.008666992,2.008666992
2011-06-06,1.913333058,1.913333058
2011-06-07,1.891332984,1.891332984
2011-06-08,1.807999969,1.807999969
2011-06-09,1.841333032,1.841333032
2011-06-10,1.857332945,1.857332945
2011-06-13,1.895333052,1.895333052
2011-06-14,1.906666994,1.906666994
2011-06-15,1.821333051,1.821333051
2011-06-16,1.766667008,1.766667008
2011-06-17,1.766667008,1.766667008
2011-06-20,1.733999968,1.733999968
2011-06-21,1.83533299,1.83533299
2011-06-22,1.81400001,1.81400001
2011-06-23,1.847332954,1.847332954
2011-06-24,1.838000059,1.838000059
2011-06-27,1.830667019,1.830667019
2011-06-28,1.873999953,1.873999953
2011-06-29,1.886000037,1.886000037
2011-06-30,1.942000031,1.942000031
2011-07-01,1.934666991,1.934666991
2011-07-05,1.942667007,1.942667007
2011-07-06,1.930667043,1.930667043
2011-07-07,1.981999993,1.981999993
2011-07-08,1.920667052,1.920667052
2011-07-11,1.889999986,1.889999986
2011-07-12,1.878000021,1.878000021
2011-07-13,1.909332991,1.909332991
2011-07-14,1.840667009,1.840667009
2011-07-15,1.838667035,1.838667035
2011-07-18,1.815333009,1.815333009
2011-07-19,1.859333038,1.859333038
2011-07-20,1.912667036,1.912667036
2011-07-21,1.913333058,1.913333058
2011-07-22,1.952666998,1.952666998
2011-07-25,1.899333,1.899333
2011-07-26,1.866667032,1.866667032
2011-07-27,1.842666984,1.842666984
2011-07-28,1.878000021,1.878000021
2011-07-29,1.878000021,1.878000021
2011-08-01,1.917999983,1.917999983
2011-08-02,1.822667003,1.822667003
2011-08-03,1.813333035,1.813333035
2011-08-04,1.649999976,1.649999976
2011-08-05,1.616000056,1.616000056
2011-08-08,1.575999975,1.575999975
2011-08-09,1.670667052,1.670667052
2011-08-10,1.588000059,1.588000059
2011-08-11,1.686666965,1.686666965
2011-08-12,1.753999949,1.753999949
2011-08-15,1.748667002,1.748667002
2011-08-16,1.74000001,1.74000001
2011-08-17,1.722000003,1.722000003
2011-08-18,1.617333055,1.617333055
2011-08-19,1.486667037,1.486667037
2011-08-22,1.463333011,1.463333011
2011-08-23,1.530666947,1.530666947
2011-08-24,1.591333032,1.591333032
2011-08-25,1.540667057,1.540667057
2011-08-26,1.582000017,1.582000017
2011-08-29,1.647333026,1.647333026
2011-08-30,1.64199996,1.64199996
2011-08-31,1.649333,1.649333
2011-09-01,1.600000024,1.600000024
2011-09-02,1.537999988,1.537999988
2011-09-06,1.529332995,1.529332995
2011-09-07,1.589333057,1.589333057
2011-09-08,1.574000001,1.574000001
2011-09-09,1.53133297,1.53133297
2011-09-12,1.525333047,1.525333047
2011-09-13,1.605332971,1.605332971
2011-09-14,1.622666955,1.622666955
2011-09-15,1.65466702,1.65466702
2011-09-16,1.720000029,1.720000029
2011-09-19,1.718000054,1.718000054
2011-09-20,1.733999968,1.733999968
2011-09-21,1.723333001,1.723333001
2011-09-22,1.70866704,1.70866704
2011-09-23,1.758666992,1.758666992
2011-09-26,1.701333046,1.701333046
2011-09-27,1.746000051,1.746000051
2011-09-28,1.63933301,1.63933301
2011-09-29,1.60800004,1.60800004
2011-09-30,1.626000047,1.626000047
2011-10-03,1.582000017,1.582000017
2011-10-04,1.577332973,1.577332973
2011-10-05,1.691333055,1.691333055
2011-10-06,1.797333002,1.797333002
2011-10-07,1.799332976,1.799332976
2011-10-10,1.858667016,1.858667016
2011-10-11,1.840667009,1.840667009
2011-10-12,1.853332996,1.853332996
2011-10-13,1.862666965,1.862666965
2011-10-14,1.870000005,1.870000005
2011-10-17,1.827999949,1.827999949
2011-10-18,1.88933301,1.88933301
2011-10-19,1.838000059,1.838000059
2011-10-20,1.822667003,1.822667003
2011-10-21,1.868667006,1.868667006
2011-10-24,1.903332949,1.903332949
2011-10-25,1.883332968,1.883332968
2011-10-26,1.865332961,1.865332961
2011-10-27,1.917333007,1.917333007
2011-10-28,1.991333008,1.991333008
2011-10-31,1.957999945,1.957999945
2011-11-01,1.925333023,1.925333023
2011-11-02,1.914000034,1.914000034
2011-11-03,2.164000034,2.164000034
2011-11-04,2.154000044,2.154000044
2011-11-07,2.084666967,2.084666967
2011-11-08,2.122667074,2.122667074
2011-11-09,2.058666945,2.058666945
2011-11-10,2.088666916,2.088666916
2011-11-11,2.24266696,2.24266696
2011-11-14,2.214667082,2.214667082
2011-11-15,2.262000084,2.262000084
2011-11-16,2.329333067,2.329333067
2011-11-17,2.245332956,2.245332956
2011-11-18,2.17333293,2.17333293
2011-11-21,2.117332935,2.117332935
2011-11-22,2.138000011,2.138000011
2011-11-23,2.096667051,2.096667051
2011-11-25,2.11066699,2.11066699
2011-11-28,2.170666933,2.170666933
2011-11-29,2.116667032,2.116667032
2011-11-30,2.182667017,2.182667017
2011-12-01,2.17333293,2.17333293
2011-12-02,2.220000029,2.220000029
2011-12-05,2.294667006,2.294667006
2011-12-06,2.324666977,2.324666977
2011-12-07,2.279333115,2.279333115
2011-12-08,2.059333086,2.059333086
2011-12-09,2.069333076,2.069333076
2011-12-12,2.027333021,2.027333021
2011-12-13,1.963333011,1.963333011
2011-12-14,1.90199995,1.90199995
2011-12-15,1.907999992,1.907999992
2011-12-16,1.866667032,1.866667032
2011-12-19,1.850000024,1.850000024
2011-12-20,1.860000014,1.860000014
2011-12-21,1.838000059,1.838000059
2011-12-22,1.851333022,1.851333022
2011-12-23,1.860000014,1.860000014
2011-12-27,1.90466702,1.90466702
2011-12-28,1.900666952,1.900666952
2011-12-29,1.915333033,1.915333033
2011-12-30,1.904000044,1.904000044
2012-01-03,1.871999979,1.871999979
2012-01-04,1.847332954,1.847332954
2012-01-05,1.807999969,1.807999969
2012-01-06,1.79400003,1.79400003
2012-01-09,1.816666961,1.816666961
2012-01-10,1.841333032,1.841333032
2012-01-11,1.881999969,1.881999969
2012-01-12,1.883332968,1.883332968
2012-01-13,1.519333005,1.519333005
2012-01-17,1.773332953,1.773332953
2012-01-18,1.787333012,1.787333012
2012-01-19,1.784000039,1.784000039
2012-01-20,1.773332953,1.773332953
2012-01-23,1.784667015,1.784667015
2012-01-24,1.827999949,1.827999949
2012-01-25,1.864667058,1.864667058
2012-01-26,1.929332972,1.929332972
2012-01-27,1.955332994,1.955332994
2012-01-30,1.971333027,1.971333027
2012-01-31,1.937999964,1.937999964
2012-02-01,1.972000003,1.972000003
2012-02-02,2.016666889,2.016666889
2012-02-03,2.07666707,2.07666707
2012-02-06,2.119999886,2.119999886
2012-02-07,2.106667042,2.106667042
2012-02-08,2.128667116,2.128667116
2012-02-09,2.171999931,2.171999931
2012-02-10,2.073333025,2.073333025
2012-02-13,2.099333048,2.099333048
2012-02-14,2.211333036,2.211333036
2012-02-15,2.24000001,2.24000001
2012-02-16,2.278666973,2.278666973
2012-02-17,2.331332922,2.331332922
2012-02-21,2.299999952,2.299999952
2012-02-22,2.28133297,2.28133297
2012-02-23,2.302000046,2.302000046
2012-02-24,2.25,2.25
2012-02-27,2.241333008,2.241333008
2012-02-28,2.253999949,2.253999949
2012-02-29,2.227333069,2.227333069
2012-03-01,2.29399991,2.29399991
2012-03-02,2.269332886,2.269332886
2012-03-05,2.251332998,2.251332998
2012-03-06,2.207333088,2.207333088
2012-03-07,2.207999945,2.207999945
2012-03-08,2.204667091,2.204667091
2012-03-09,2.315999985,2.315999985
2012-03-12,2.400666952,2.400666952
2012-03-13,2.405999899,2.405999899
2012-03-14,2.352667093,2.352667093
2012-03-15,2.333333015,2.333333015
2012-03-16,2.354666948,2.354666948
2012-03-19,2.332000017,2.332000017
2012-03-20,2.330667019,2.330667019
2012-03-21,2.343333006,2.343333006
2012-03-22,2.293333054,2.293333054
2012-03-23,2.272000074,2.272000074
2012-03-26,2.493333101,2.493333101
2012-03-27,2.529333115,2.529333115
2012-03-28,2.523333073,2.523333073
2012-03-29,2.488667011,2.488667011
2012-03-30,2.482666969,2.482666969
2012-04-02,2.438667059,2.438667059
2012-04-03,2.53399992,2.53399992
2012-04-04,2.333333015,2.333333015
2012-04-05,2.298666954,2.298666954
2012-04-09,2.210000038,2.210000038
2012-04-10,2.164000034,2.164000034
2012-04-11,2.20600009,2.20600009
2012-04-12,2.229332924,2.229332924
2012-04-13,2.239332914,2.239332914
2012-04-16,2.150000095,2.150000095
2012-04-17,2.149333,2.149333
2012-04-18,2.177333117,2.177333117
2012-04-19,2.210666895,2.210666895
2012-04-20,2.210666895,2.210666895
2012-04-23,2.129333019,2.129333019
2012-04-24,2.121332884,2.121332884
2012-04-25,2.194000006,2.194000006
2012-04-26,2.232666969,2.232666969
2012-04-27,2.222666979,2.222666979
2012-04-30,2.20866704,2.20866704
2012-05-01,2.252000093,2.252000093
2012-05-02,2.262666941,2.262666941
2012-05-03,2.164000034,2.164000034
2012-05-04,2.121999979,2.121999979
2012-05-07,2.164666891,2.164666891
2012-05-08,2.012666941,2.012666941
2012-05-09,2.003999949,2.003999949
2012-05-10,2.197333097,2.197333097
2012-05-11,2.150000095,2.150000095
2012-05-14,2.003999949,2.003999949
2012-05-15,1.962000012,1.962000012
2012-05-16,1.945333004,1.945333004
2012-05-17,1.90466702,1.90466702
2012-05-18,1.837332964,1.837332964
2012-05-21,1.917999983,1.917999983
2012-05-22,2.053333044,2.053333044
2012-05-23,2.068000078,2.068000078
2012-05-24,2.018666983,2.018666983
2012-05-25,1.987333059,1.987333059
2012-05-29,2.112667084,2.112667084
2012-05-30,2.027333021,2.027333021
2012-05-31,1.966667056,1.966667056
2012-06-01,1.876667023,1.876667023
2012-06-04,1.858667016,1.858667016
2012-06-05,1.86066699,1.86066699
2012-06-06,1.947999954,1.947999954
2012-06-07,1.928666949,1.928666949
2012-06-08,2.005332947,2.005332947
2012-06-11,1.941333055,1.941333055
2012-06-12,1.97733295,1.97733295
2012-06-13,1.984666944,1.984666944
2012-06-14,1.959332943,1.959332943
2012-06-15,1.993999958,1.993999958
2012-06-18,2.122667074,2.122667074
2012-06-19,2.13933301,2.13933301
2012-06-20,2.252000093,2.252000093
2012-06-21,2.145999908,2.145999908
2012-06-22,2.25266695,2.25266695
2012-06-25,2.207333088,2.207333088
2012-06-26,2.107332945,2.107332945
2012-06-27,2.130666971,2.130666971
2012-06-28,2.094000101,2.094000101
2012-06-29,2.085999966,2.085999966
2012-07-02,2.026667118,2.026667118
2012-07-03,2.04399991,2.04399991
2012-07-05,2.082000017,2.082000017
2012-07-06,2.065999985,2.065999985
2012-07-09,2.099333048,2.099333048
2012-07-10,2.084666967,2.084666967
2012-07-11,2.100667,2.100667
2012-07-12,2.180000067,2.180000067
2012-07-13,2.283333063,2.283333063
2012-07-16,2.397332907,2.397332907
2012-07-17,2.223332882,2.223332882
2012-07-18,2.143332958,2.143332958
2012-07-19,2.151333094,2.151333094
2012-07-20,2.119333029,2.119333029
2012-07-23,2.04399991,2.04399991
2012-07-24,1.989333034,1.989333034
2012-07-25,1.929999948,1.929999948
2012-07-26,1.875332952,1.875332952
2012-07-27,1.967332959,1.967332959
2012-07-30,1.823333025,1.823333025
2012-07-31,1.827999949,1.827999949
2012-08-01,1.75,1.75
2012-08-02,1.74000001,1.74000001
2012-08-03,1.817999959,1.817999959
2012-08-06,1.884667039,1.884667039
2012-08-07,2.016666889,2.016666889
2012-08-08,1.939332962,1.939332962
2012-08-09,1.960667014,1.960667014
2012-08-10,1.996000051,1.996000051
2012-08-13,2.078000069,2.078000069
2012-08-14,1.961333036,1.961333036
2012-08-15,1.960000038,1.960000038
2012-08-16,2.019999981,2.019999981
2012-08-17,2.000667095,2.000667095
2012-08-20,1.967332959,1.967332959
2012-08-21,1.940667033,1.940667033
2012-08-22,1.996667027,1.996667027
2012-08-23,2.048666954,2.048666954
2012-08-24,1.966667056,1.966667056
2012-08-27,1.888000011,1.888000011
2012-08-28,1.912667036,1.912667036
2012-08-29,1.894000053,1.894000053
2012-08-30,1.894000053,1.894000053
2012-08-31,1.901332974,1.901332974
2012-09-04,1.876000047,1.876000047
2012-09-05,1.862666965,1.862666965
2012-09-06,1.903332949,1.903332949
2012-09-07,1.956666946,1.956666946
2012-09-10,1.824666977,1.824666977
2012-09-11,1.853332996,1.853332996
2012-09-12,1.885332942,1.885332942
2012-09-13,1.965332985,1.965332985
2012-09-14,2.026000023,2.026000023
2012-09-17,2.169332981,2.169332981
2012-09-18,2.089333057,2.089333057
2012-09-19,2.069999933,2.069999933
2012-09-20,2.059999943,2.059999943
2012-09-21,2.001332998,2.001332998
2012-09-24,2.04399991,2.04399991
2012-09-25,1.843999982,1.843999982
2012-09-26,1.835999966,1.835999966
2012-09-27,1.899333,1.899333
2012-09-28,1.952000022,1.952000022
2012-10-01,1.944000006,1.944000006
2012-10-02,1.986667037,1.986667037
2012-10-03,1.95333302,1.95333302
2012-10-04,1.960000038,1.960000038
2012-10-05,1.925999999,1.925999999
2012-10-08,1.950000048,1.950000048
2012-10-09,1.891332984,1.891332984
2012-10-10,1.893332958,1.893332958
2012-10-11,1.888000011,1.888000011
2012-10-12,1.842666984,1.842666984
2012-10-15,1.822000027,1.822000027
2012-10-16,1.870666981,1.870666981
2012-10-17,1.921332955,1.921332955
2012-10-18,1.869333029,1.869333029
2012-10-19,1.849333048,1.849333048
2012-10-22,1.856667042,1.856667042
2012-10-23,1.892667055,1.892667055
2012-10-24,1.827999949,1.827999949
2012-10-25,1.834666967,1.834666967
2012-10-26,1.825332999,1.825332999
2012-10-31,1.875332952,1.875332952
2012-11-01,1.950000048,1.950000048
2012-11-02,1.927999973,1.927999973
2012-11-05,2.099999905,2.099999905
2012-11-06,2.07666707,2.07666707
2012-11-07,2.102667093,2.102667093
2012-11-08,2.087332964,2.087332964
2012-11-09,2.021332979,2.021332979
2012-11-12,2.071332932,2.071332932
2012-11-13,2.107332945,2.107332945
2012-11-14,2.092000008,2.092000008
2012-11-15,2.054666996,2.054666996
2012-11-16,2.122667074,2.122667074
2012-11-19,2.194667101,2.194667101
2012-11-20,2.200000048,2.200000048
2012-11-21,2.164666891,2.164666891
2012-11-23,2.14199996,2.14199996
2012-11-26,2.151333094,2.151333094
2012-11-27,2.143332958,2.143332958
2012-11-28,2.215332985,2.215332985
2012-11-29,2.246000051,2.246000051
2012-11-30,2.254667044,2.254667044
2012-12-03,2.308000088,2.308000088
2012-12-04,2.25999999,2.25999999
2012-12-05,2.24733305,2.24733305
2012-12-06,2.25999999,2.25999999
2012-12-07,2.278000116,2.278000116
2012-12-10,2.304666996,2.304666996
2012-12-11,2.351999998,2.351999998
2012-12-12,2.350667,2.350667
2012-12-13,2.240667105,2.240667105
2012-12-14,2.253999949,2.253999949
2012-12-17,2.293333054,2.293333054
2012-12-18,2.305999994,2.305999994
2012-12-19,2.307332993,2.307332993
2012-12-20,2.295332909,2.295332909
2012-12-21,2.266666889,2.266666889
2012-12-24,2.285332918,2.285332918
2012-12-26,2.239332914,2.239332914
2012-12-27,2.246000051,2.246000051
2012-12-28,2.214667082,2.214667082
2012-12-31,2.257999897,2.257999897
2013-01-02,2.357332945,2.357332945
2013-01-03,2.318000078,2.318000078
2013-01-04,2.293333054,2.293333054
2013-01-07,2.289333105,2.289333105
2013-01-08,2.245332956,2.245332956
2013-01-09,2.24266696,2.24266696
2013-01-10,2.235332966,2.235332966
2013-01-11,2.194000006,2.194000006
2013-01-14,2.217333078,2.217333078
2013-01-15,2.25999999,2.25999999
2013-01-16,2.273333073,2.273333073
2013-01-17,2.292000055,2.292000055
2013-01-18,2.301332951,2.301332951
2013-01-22,2.345999956,2.345999956
2013-01-23,2.400000095,2.400000095
2013-01-24,2.46600008,2.46600008
2013-01-25,2.465332985,2.465332985
2013-01-28,2.535332918,2.535332918
2013-01-29,2.529999971,2.529999971
2013-01-30,2.501332998,2.501332998
2013-01-31,2.500667095,2.500667095
2013-02-01,2.553333044,2.553333044
2013-02-04,2.516000032,2.516000032
2013-02-05,2.542000055,2.542000055
2013-02-06,2.611332893,2.611332893
2013-02-07,2.631999969,2.631999969
2013-02-08,2.615999937,2.615999937
2013-02-11,2.561332941,2.561332941
2013-02-12,2.526000023,2.526000023
2013-02-13,2.563333035,2.563333035
2013-02-14,2.551332951,2.551332951
2013-02-15,2.469332933,2.469332933
2013-02-19,2.618666887,2.618666887
2013-02-20,2.569333076,2.569333076
2013-02-21,2.344000101,2.344000101
2013-02-22,2.407332897,2.407332897
2013-02-25,2.292000055,2.292000055
2013-02-26,2.295332909,2.295332909
2013-02-27,2.339999914,2.339999914
2013-02-28,2.322000027,2.322000027
2013-03-01,2.309999943,2.309999943
2013-03-04,2.371999979,2.371999979
2013-03-05,2.443332911,2.443332911
2013-03-06,2.512666941,2.512666941
2013-03-07,2.548666954,2.548666954
2013-03-08,2.564666986,2.564666986
2013-03-11,2.606667042,2.606667042
2013-03-12,2.60800004,2.60800004
2013-03-13,2.598666906,2.598666906
2013-03-14,2.456666946,2.456666946
2013-03-15,2.352667093,2.352667093
2013-03-18,2.343333006,2.343333006
2013-03-19,2.338666916,2.338666916
2013-03-20,2.396667004,2.396667004
2013-03-21,2.400666952,2.400666952
2013-03-22,2.441333055,2.441333055
2013-03-25,2.502000093,2.502000093
2013-03-26,2.523999929,2.523999929
2013-03-27,2.54399991,2.54399991
2013-03-28,2.526000023,2.526000023
2013-04-01,2.928667068,2.928667068
2013-04-02,2.95600009,2.95600009
2013-04-03,2.74000001,2.74000001
2013-04-04,2.800667048,2.800667048
2013-04-05,2.757999897,2.757999897
2013-04-08,2.788666964,2.788666964
2013-04-09,2.700000048,2.700000048
2013-04-10,2.790667057,2.790667057
2013-04-11,2.905999899,2.905999899
2013-04-12,2.916666985,2.916666985
2013-04-15,2.886667013,2.886667013
2013-04-16,3.039333105,3.039333105
2013-04-17,3.029999971,3.029999971
2013-04-18,3.131333113,3.131333113
2013-04-19,3.188667059,3.188667059
2013-04-22,3.345999956,3.345999956
2013-04-23,3.400666952,3.400666952
2013-04-24,3.361999989,3.361999989
2013-04-25,3.466666937,3.466666937
2013-04-26,3.413332939,3.413332939
2013-04-29,3.662667036,3.662667036
2013-04-30,3.599333048,3.599333048
2013-05-01,3.552000046,3.552000046
2013-05-02,3.607332945,3.607332945
2013-05-03,3.636667013,3.636667013
2013-05-06,3.966666937,3.966666937
2013-05-07,3.700666904,3.700666904
2013-05-08,3.719332933,3.719332933
2013-05-09,4.626667023,4.626667023
2013-05-10,5.117332935,5.117332935
2013-05-13,5.853332996,5.853332996
2013-05-14,5.549333096,5.549333096
2013-05-15,5.656000137,5.656000137
2013-05-16,6.150000095,6.150000095
2013-05-17,6.099999905,6.099999905
2013-05-20,5.995999813,5.995999813
2013-05-21,5.839333057,5.839333057
2013-05-22,5.815999985,5.815999985
2013-05-23,6.18200016,6.18200016
2013-05-24,6.472000122,6.472000122
2013-05-28,7.355332851,7.355332851
2013-05-29,6.975333214,6.975333214
2013-05-30,6.996666908,6.996666908
2013-05-31,6.517333031,6.517333031
2013-06-03,6.172667027,6.172667027
